2001
1013847.0 5432255.0 46 0 0 Holstenstr. 12, 24103 Kiel
1014028.0 5427872.0 46 8 8 Barkauer Str. 119, 24145 Kiel
1008457.0 5435391.0 46 9 9 Ellerkrug 35, 24107 Kiel
1016298.0 5429105.0 46 9 9 Buchenweg 17, 24145 Kiel
1012826.0 5434493.0 46 5 5 Westring 481, 24118 Kiel
1015896.0 5439471.0 46 16 16 Beethovenweg 53, 24159 Kiel
1017803.0 5430285.0 46 9 9 Wüstenfelde 1, 24147 Kiel
1011302.0 5430438.0 46 4 4 Danewerkstr. 4, 24113 Kiel
1012871.0 5433964.0 46 5 5 Niebuhrstr. 6, 24118 Kiel
1013304.0 5433912.0 46 3 3 Im Brauereiviertel 4, 24118 Kiel
1015616.0 5439530.0 46 15 15 Wagnerring 128, 24159 Kiel
1011568.0 5428794.0 46 6 6 Meimersdorfer Moor 101, 24145 Kiel
1007712.0 5434929.0 46 10 10 Wetterbek 61, 24107 Kiel
1009523.0 5434290.0 46 6 6 Kopperpahler Allee 136, 24119 Kronshagen
1016140.0 5429015.0 46 9 9 Elisabeth-Gloeden-Ring 9, 24145 Kiel
1018285.0 5429854.0 46 9 9 Andreas-Hofer-Platz 2, 24147 Kiel
1018406.0 5433084.0 46 11 11 Geldbeutel 1, 24149 Kiel
1008790.0 5435879.0 46 10 10 Alter Steenbeker Weg 23, 24107 Kiel
1017727.0 5439087.0 46 16 16 Falklandstr. 1, 24159 Kiel
1014259.0 5435777.0 46 9 9 Brandenburger Str. 60, 24106 Kiel
1016400.0 5438813.0 46 14 14 Fritz-Reuter-Str. 10, 24159 Kiel
1013484.0 5431992.0 46 0 0 Andreas-Gayk-Str. 23, 24103 Kiel
1015853.0 5428518.0 46 10 10 Stauffenberg-Ring 89, 24145 Kiel
1007494.0 5436134.0 46 11 11 Nordseestr. 3, 24107 Kiel
1009764.0 5434034.0 46 6 6 Siedlerkamp 1, 24119 Kronshagen
1009491.0 5434993.0 46 8 8 Klausbrooker Weg 7, 24107 Kronshagen
1008222.0 5433161.0 46 7 7 Kieler Str. 81, 24119 Kronshagen
1006932.0 5435990.0 46 12 12 Hoogewinkel 1, 24107 Kiel
1012233.0 5434417.0 46 5 5 Neufeldstr. 7, 24118 Kiel
1011638.0 5435424.0 46 8 8 Steenbeker Weg 26, 24106 Kiel
1013997.0 5431318.0 46 5 5 Werftstr. 191, 24143 Kiel
1017736.0 5426739.0 46 12 12 Am Teich 2, 24145 Kiel
1013667.0 5434696.0 46 5 5 Düvelsbeker Weg 27, 24105 Kiel
1000737.0 5434343.0 46 17 17 Schmiedeberg 16, 24107 Quarnbek
1017968.0 5432241.0 46 10 10 Radsredder 54, 24148 Kiel
1006921.0 5430266.0 46 11 11 Reinickendorfer Str. 15, 24111 Kiel
1011485.0 5432411.0 46 3 3 Metzstr. 46, 24116 Kiel
1010650.0 5432378.0 46 4 4 Langenbeckstr. 65, 24116 Kiel
1019145.0 5432863.0 46 10 10 Schönkirchener Str. 33, 24149 Kiel
1013437.0 5435770.0 46 7 7 Adalbertstr. 7, 24106 Kiel
1012757.0 5432204.0 46 2 2 Exerzierplatz 24, 24103 Kiel
1012340.0 5432187.0 46 2 2 Kronshagener Weg 1, 24103 Kiel
1008245.0 5433392.0 46 7 7 Wendenstr. 21, 24119 Kronshagen
1012683.0 5440003.0 46 14 14 Altenholzer Str. 5, 24161 Altenholz
1010563.0 5435554.0 46 9 9 Steenbeker Weg 58, 24106 Kiel
1007515.0 5436586.0 46 12 12 Fehmarnwinkel 39, 24107 Kiel
1010188.0 5431080.0 46 7 7 Ottweilerstr. 3, 24114 Kiel
1014686.0 5430568.0 46 5 5 Blitzstr. 21, 24143 Kiel
1006345.0 5426514.0 46 12 12 Hofberg 5, 24113 Molfsee
1014274.0 5436866.0 46 13 13 Schleuseninsel 35, 24159 Kiel
1011668.0 5428202.0 46 9 9 Zum Eichhornbaum 2, 24145 Kiel
1008157.0 5428781.0 46 10 10 Wischredder 2, 24113 Molfsee
1007632.0 5435126.0 46 10 10 Rotenbek 23, 24107 Kiel
1009552.0 5435011.0 46 8 8 Klausbrooker Weg 16, 24107 Kronshagen
1014992.0 5430574.0 46 5 5 Greifstr. 11, 24143 Kiel
1006317.0 5429289.0 46 14 14 Wiepenkrog 87, 24113 Kiel
1015533.0 5430937.0 46 6 6 Stoschstr. 53, 24143 Kiel
1000737.0 5434343.0 46 17 17 Schmiedeberg 16, 24107 Quarnbek
1012885.0 5438789.0 46 13 13 Königsberger Str. 7, 24161 Altenholz
1018421.0 5430019.0 46 9 9 Grazer Str. 1, 24147 Kiel
1010109.0 5435149.0 46 8 8 Klausbrooker Weg 116, 24106 Kiel
1016199.0 5431634.0 46 7 7 Prinzenstr. 58, 24148 Kiel
1007187.0 5436163.0 46 11 11 Pellwormer Weg 12, 24107 Kiel
1011578.0 5432548.0 46 3 3 Wörthstr. 31, 24116 Kiel
1016317.0 5439468.0 46 15 15 Ottomar-Enking-Str. 55, 24159 Kiel
1002586.0 5431400.0 46 10 10 Birkenweg 2, 24109 Melsdorf
1006544.0 5426392.0 46 12 12 Hamburger Chaussee 26, 24113 Molfsee
1013135.0 5431755.0 46 1 1 Herzog-Friedrich-Str. 2, 24103 Kiel
1012312.0 5439742.0 46 14 14 Schoolredder 20, 24161 Altenholz
1019759.0 5429534.0 46 10 10 Klosterweg 23, 24146 Kiel
1011518.0 5434116.0 46 5 5 Olshausenstr. 64, 24118 Kiel
1009328.0 5432912.0 46 6 6 Kieler Str. 6, 24119 Kronshagen
1013396.0 5441041.0 46 15 15 Brombeerring 13, 24161 Altenholz
1013961.0 5432835.0 46 2 2 Brunswiker Str. 24, 24105 Kiel
1017201.0 5432095.0 46 10 10 Elbinger Str. 16, 24148 Kiel
1004653.0 5431860.0 46 10 10 Aalborgring 11, 24109 Kiel
1013607.0 5434419.0 46 5 5 Blücherstr. 14, 24105 Kiel
1012630.0 5432977.0 46 3 3 Goethestr. 18, 24116 Kiel
1013662.0 5430441.0 46 4 4 Asmusstr. 11, 24143 Kiel
1009579.0 5434503.0 46 8 8 Waidmannsruh 33, 24119 Kronshagen
1019402.0 5433973.0 46 12 12 Masurenring 66, 24149 Kiel
1018864.0 5434131.0 46 12 12 Langer Rehm 95, 24149 Kiel
1015970.0 5440395.0 46 16 16 Hof Pries 1, 24159 Kiel
1012221.0 5439278.0 46 14 14 Kronsberg 13, 24161 Altenholz
1008999.0 5428963.0 46 8 8 Hamburger Chaussee 352, 24113 Kiel
1008326.0 5436300.0 46 11 11 Wippen 31, 24107 Kiel
1017236.0 5429680.0 46 7 7 Preetzer Str. 305, 24147 Kiel
1018493.0 5433380.0 46 13 13 Hertzstr. 22, 24149 Kiel
1012224.0 5439666.0 46 14 14 Buschberg 14, 24161 Altenholz
1006547.0 5431901.0 46 9 9 Russeer Weg 157, 24109 Kiel
1014848.0 5434760.0 46 6 6 Bismarckallee 24, 24105 Kiel
1012871.0 5435476.0 46 7 7 Elendsredder 12, 24106 Kiel
1007631.0 5428222.0 46 11 11 Im Wiesengrund 37, 24113 Molfsee
1017287.0 5439553.0 46 16 16 Zum Dänischen Wohld 1, 24159 Kiel
1013233.0 5434970.0 46 5 5 Holtenauer Str. 237, 24106 Kiel
1018432.0 5431754.0 46 9 9 Klausdorfer Weg 205, 24148 Kiel
1016628.0 5428987.0 46 9 9 Segeberger Landstr. 105, 24145 Kiel
1014350.0 5436178.0 46 9 9 Mecklenburger Str. 32, 24106 Kiel
1005000.0 5433780.0 46 12 12 Batterieweg 5, 24107 Ottendorf
1016597.0 5440016.0 46 16 16 Wilhelm-Busch-Str. 12, 24159 Kiel
1015266.0 5431236.0 46 6 6 Gustav-Schatz-Hof 7, 24143 Kiel
1012045.0 5433298.0 46 3 3 Klotzstr. 4, 24118 Kiel
1018610.0 5433707.0 46 12 12 Hertzstr. 74, 24149 Kiel
1014117.0 5434473.0 46 5 5 Schlieffenallee 2, 24105 Kiel
1011968.0 5427799.0 46 9 9 Bustorfer Weg 20, 24145 Kiel
1005661.0 5433156.0 46 11 11 Hammerfestweg 2, 24109 Kiel
1004765.0 5434131.0 46 12 12 Kanalweg 3, 24107 Ottendorf
1013646.0 5430233.0 46 5 5 Diedrichstr. 1, 24143 Kiel
1015219.0 5427498.0 46 8 8 Edisonstr. 9, 24145 Kiel
1012365.0 5430275.0 46 4 4 Im Winkel 1, 24113 Kiel
1018754.0 5439044.0 46 20 20 Deichweg 24, 24159 Kiel
1014351.0 5432983.0 46 2 2 Arnold-Heller-Str. 7, 24105 Kiel
1008160.0 5435324.0 46 10 10 Alter Viedamm 2, 24107 Kiel
1011342.0 5435955.0 46 8 8 Projensdorfer Str. 199, 24106 Kiel
1013456.0 5438911.0 46 13 13 Elbinger Weg 87, 24161 Altenholz
1008306.0 5429998.0 46 8 8 Rendsburger Landstr. 304, 24111 Kiel
1014486.0 5432947.0 46 2 2 Hegewischstr. 16, 24105 Kiel
1006782.0 5435595.0 46 12 12 Pferdehof 10, 24107 Kiel
1019150.0 5433254.0 46 11 11 Poggendörper Weg 1, 24149 Kiel
1015088.0 5433610.0 46 3 3 Karolinenweg 1, 24105 Kiel
1019520.0 5427839.0 46 14 14 Irisweg 4, 24146 Kiel
1007524.0 5430043.0 46 9 9 Rendsburger Landstr. 339, 24111 Kiel
1012515.0 5430664.0 46 4 4 Alte Lübecker Chaussee 16, 24114 Kiel
1017692.0 5429283.0 46 9 9 Jettkorn 1, 24146 Kiel
1008286.0 5431871.0 46 8 8 Voßhorst 2, 24109 Kiel
1007439.0 5426568.0 46 12 12 Kolberg 11, 24113 Molfsee
1012801.0 5428559.0 46 7 7 Kieler Weg 126, 24145 Kiel
1018718.0 5433071.0 46 11 11 Probsteier Platz 11, 24149 Kiel
1020495.0 5427725.0 46 16 16 Zeppelinring 141, 24146 Kiel
1003049.0 5431386.0 46 10 10 Am Dörpsdiek 11, 24109 Melsdorf
1019251.0 5428405.0 46 12 12 Rönner Weg 28, 24146 Kiel
1012691.0 5439020.0 46 13 13 Königsberger Str. 129, 24161 Altenholz
1014900.0 5431234.0 46 5 5 Wikingerstr. 2, 24143 Kiel
1012119.0 5439259.0 46 14 14 Kronsberg 17, 24161 Altenholz
1007203.0 5435186.0 46 11 11 Steinberg 12, 24107 Kiel
1010249.0 5434801.0 46 9 9 Baumgartenstr. 3, 24106 Kiel
1018548.0 5432605.0 46 10 10 Schönberger Str. 11, 24148 Kiel
1017912.0 5429214.0 46 10 10 Rüsterstr. 2, 24146 Kiel
1013139.0 5440069.0 46 14 14 Aukamp 1, 24161 Altenholz
1016914.0 5428620.0 46 9 9 Segeberger Landstr. 147, 24145 Kiel
1011533.0 5432716.0 46 4 4 Geibelplatz 3, 24116 Kiel
1015768.0 5439483.0 46 15 15 Buschblick 134, 24159 Kiel
1013450.0 5437227.0 46 11 11 Koehlstr. 1, 24159 Kiel
1015608.0 5440360.0 46 16 16 Dorf 1, 24159 Kiel
1007607.0 5430884.0 46 11 11 Köpenicker Str. 73, 24111 Kiel
1018332.0 5430081.0 46 9 9 Wiener Allee 103, 24147 Kiel
1010072.0 5433262.0 46 5 5 Eschenkamp 2, 24119 Kronshagen
1016678.0 5432401.0 46 10 10 Minnastr. 24, 24148 Kiel
1016643.0 5431145.0 46 8 8 Drewsstr. 3, 24148 Kiel
1013747.0 5433838.0 46 4 4 Adolfplatz 11, 24105 Kiel
1016604.0 5430036.0 46 7 7 Preetzer Str. 250, 24147 Kiel
1008858.0 5434443.0 46 8 8 Albert-Einstein-Str. 28, 24119 Kronshagen
1012326.0 5433122.0 46 3 3 Hebbel-Str. 7, 24116 Kiel
1010765.0 5433292.0 46 4 4 Eichhofstr. 24, 24116 Kiel
1017879.0 5431102.0 46 10 10 Willy-Jacob-Weg 14, 24148 Kiel
1011659.0 5428266.0 46 9 9 Zum Eichhornbaum 10, 24145 Kiel
1016109.0 5439158.0 46 15 15 Fritz-Reuter-Str. 24, 24159 Kiel
1019800.0 5428480.0 46 13 13 Sonthofener Str. 2, 24146 Kiel
1005681.0 5434051.0 46 10 10 Auberg 2, 24107 Ottendorf
1005771.0 5430152.0 46 10 10 Rendsburger Landstr. 431, 24111 Kiel
1011564.0 5433270.0 46 3 3 Gutenbergstr. 76, 24118 Kiel
1012379.0 5440128.0 46 15 15 Linden-Allee 90, 24161 Altenholz
1008450.0 5436196.0 46 13 13 Sukoring 37, 24107 Kiel
1014360.0 5431509.0 46 6 6 Augustenstr. 2, 24143 Kiel
1011789.0 5432191.0 46 2 2 Hasseldieksdammer Weg 15, 24116 Kiel
1016307.0 5429138.0 46 9 9 Segeberger Landstr. 83, 24145 Kiel
1018514.0 5434346.0 46 13 13 Hasselfelde 10, 24149 Kiel
1013672.0 5431179.0 46 4 4 An der Halle 400 1, 24143 Kiel
1014972.0 5434644.0 46 6 6 Bismarckallee 1, 24105 Kiel
1014498.0 5431281.0 46 5 5 Schulstr. 29, 24143 Kiel
1017404.0 5441356.0 46 18 18 Passatstr. 1, 24159 Kiel
1008579.0 5433139.0 46 7 7 Kieler Str. 70, 24119 Kronshagen
1012740.0 5431046.0 46 2 2 Marthastr. 1, 24114 Kiel
1018802.0 5430092.0 46 9 9 Tiroler Ring 376, 24147 Kiel
1016492.0 5439806.0 46 16 16 Redinskamp 19, 24159 Kiel
1002944.0 5431442.0 46 10 10 Am Dörpsdiek 59, 24109 Melsdorf
1010207.0 5434127.0 46 6 6 Eckernförder Str. 212, 24119 Kronshagen
1017040.0 5441279.0 46 19 19 Seehundweg 1, 24159 Kiel
1012352.0 5432496.0 46 3 3 Sternstr. 5, 24103 Kiel
1018949.0 5426804.0 46 13 13 Zur Wilsau 1, 24145 Kiel
1011758.0 5432118.0 46 3 3 Bellmannstr. 2, 24114 Kiel
1006643.0 5432508.0 46 8 8 Skandinaviendamm 210, 24109 Kiel
1010893.0 5432421.0 46 4 4 Nietzschestr. 35, 24116 Kiel
1015669.0 5439802.0 46 14 14 Händelweg 101, 24159 Kiel
1012206.0 5435951.0 46 9 9 Flensburger Str. 72, 24106 Kiel
1013097.0 5440140.0 46 14 14 Rehmkamp 2, 24161 Altenholz
1013113.0 5434765.0 46 6 6 Projensdorfer Str. 17, 24106 Kiel
1012050.0 5437211.0 46 12 12 Oskar-Kusch-Str. 2, 24161 Altenholz
1016319.0 5429038.0 46 9 9 Buchenweg 1, 24145 Kiel
1007418.0 5436208.0 46 11 11 Pellwormer Weg 1, 24107 Kiel
1012278.0 5430403.0 46 4 4 Theodor-Heuss-Ring 80, 24113 Kiel
1017617.0 5431913.0 46 8 8 Hagener Str. 2, 24148 Kiel
1010784.0 5430483.0 46 5 5 Wulfsbrook 5, 24113 Kiel
1017401.0 5430910.0 46 9 9 Wohldkoppel 39, 24148 Kiel
1011614.0 5440412.0 46 16 16 Rehwinkel 1, 24161 Altenholz
1002810.0 5435482.0 46 16 16 Reimershof 21, 24107 Quarnbek
1013051.0 5432520.0 46 1 1 Muhliusstr. 64, 24103 Kiel
1017988.0 5429913.0 46 9 9 Tiroler Ring 144, 24147 Kiel
1013429.0 5434143.0 46 5 5 Esmarchstr. 64, 24105 Kiel
1008511.0 5430154.0 46 9 9 Demühlener Str. 42, 24113 Kiel
1012825.0 5440793.0 46 16 16 Birkenweg 2, 24161 Altenholz
1018672.0 5432698.0 46 10 10 Schönberger Str. 1, 24148 Kiel
1002510.0 5431882.0 46 11 11 Karkkamp 17, 24109 Melsdorf
1013050.0 5432927.0 46 2 2 Mittelstr. 1, 24103 Kiel
1000737.0 5434343.0 46 17 17 Schmiedeberg 16, 24107 Quarnbek
1010248.0 5436820.0 46 11 11 Stadtparkweg 8, 24106 Kiel
1017492.0 5429149.0 46 9 9 Am Hofe 1, 24146 Kiel
1013816.0 5433796.0 46 4 4 Adolfplatz 6, 24105 Kiel
1013611.0 5435872.0 46 8 8 Weimarer Str. 5, 24106 Kiel
1014388.0 5431478.0 46 7 7 Kieler Str. 7, 24143 Kiel
1015667.0 5439693.0 46 16 16 Händelweg 2, 24159 Kiel
1012433.0 5428124.0 46 8 8 Bustorfer Weg 64, 24145 Kiel
1019319.0 5433305.0 46 11 11 Poggendörper Weg 2, 24149 Kiel
1019205.0 5428428.0 46 12 12 Rönner Weg 25, 24146 Kiel
1012039.0 5431849.0 46 2 2 Deliusstr. 22, 24114 Kiel
1010850.0 5430733.0 46 5 5 Andresenstr. 1, 24113 Kiel
1012551.0 5435445.0 46 7 7 Elendsredder 24, 24106 Kiel
1013684.0 5437123.0 46 11 11 Apenrader Str. 1, 24159 Kiel
1014711.0 5428298.0 46 8 8 Braunstr. 36, 24145 Kiel
1018925.0 5428694.0 46 11 11 Lechweg 34, 24146 Kiel
1014826.0 5437061.0 46 13 13 Lindenweg 5, 24159 Kiel
1013020.0 5437116.0 46 11 11 Nixenweg 4, 24159 Kiel
1014615.0 5433566.0 46 3 3 Reventlouallee 18, 24105 Kiel
1006702.0 5427798.0 46 13 13 Osterwisch 2, 24113 Molfsee
1014318.0 5434165.0 46 5 5 Esmarchstr. 12, 24105 Kiel
1014500.0 5433163.0 46 3 3 Schwanenweg 20, 24105 Kiel
1018666.0 5432502.0 46 9 9 Schreyweg 1, 24148 Kiel
1020807.0 5432631.0 46 12 12 Fliedergarten 2, 24149 Kiel
1013610.0 5428642.0 46 6 6 Sösslingspott 3, 24145 Kiel
1019402.0 5433973.0 46 12 12 Masurenring 66, 24149 Kiel
1013738.0 5428628.0 46 7 7 Bergkoppel 1, 24145 Kiel
1013420.0 5432177.0 46 1 1 Fleethörn 18, 24103 Kiel
1012217.0 5432971.0 46 3 3 Freiligrathstr. 2, 24116 Kiel
1012822.0 5432789.0 46 2 2 Knooper Weg 75, 24116 Kiel
1011724.0 5435911.0 46 8 8 Langenrade 8, 24106 Kiel
1006434.0 5426423.0 46 12 12 Schulstr. 4, 24113 Molfsee
1016078.0 5428901.0 46 9 9 Kreisauer Ring 30, 24145 Kiel
1010038.0 5434247.0 46 7 7 Eckernförder Str. 279, 24119 Kronshagen
1018287.0 5429814.0 46 8 8 Andreas-Hofer-Platz 1, 24147 Kiel
1016156.0 5439953.0 46 17 17 Wilhelm-Lobsien-Weg 2, 24159 Kiel
1010422.0 5429367.0 46 7 7 Am Sandberg 1, 24113 Kiel
1010259.0 5436388.0 46 11 11 Am Tannenberg 83, 24106 Kiel
1012155.0 5439532.0 46 13 13 Klausdorfer Str. 14, 24161 Altenholz
1017096.0 5439418.0 46 17 17 Stettiner Platz 6, 24159 Kiel
1007225.0 5432614.0 46 10 10 Claus-Sinjen-Str. 41, 24119 Kronshagen
1015188.0 5433585.0 46 4 4 Düsternbrooker Weg 77, 24105 Kiel
1014640.0 5432752.0 46 1 1 Kiellinie 5, 24105 Kiel
1007774.0 5432947.0 46 8 8 Domänenweg 28, 24119 Kronshagen
1015592.0 5428783.0 46 10 10 Olbrichtweg 9, 24145 Kiel
1011960.0 5432218.0 46 3 3 Hasseldieksdammer Weg 1, 24116 Kiel
1018844.0 5440333.0 46 17 17 Falkenhorst 18, 24159 Kiel
1012321.0 5440804.0 46 16 16 Dorfkoppel 29, 24161 Altenholz
1006012.0 5426655.0 46 13 13 Schmiedeweg 5, 24113 Molfsee
1005048.0 5431986.0 46 10 10 Skandinaviendamm 301, 24109 Kiel
1012141.0 5430618.0 46 3 3 Hamburger Chaussee 37, 24113 Kiel
1019757.0 5428724.0 46 12 12 Tölzer Weg 1, 24146 Kiel
1013487.0 5427839.0 46 8 8 Radewisch 31, 24145 Kiel
1019207.0 5427760.0 46 13 13 Am Wellsee 106, 24146 Kiel
1007598.0 5434949.0 46 10 10 Wetterbek 71, 24107 Kiel
1016840.0 5431041.0 46 8 8 Grabastr. 123, 24148 Kiel
1019804.0 5432206.0 46 11 11 Neumühlener Str. 16, 24148 Kiel
1014124.0 5432365.0 46 1 1 Schloß-Str. 2, 24103 Kiel
1019068.0 5428027.0 46 12 12 Am Wellsee 61, 24146 Kiel
1018107.0 5431699.0 46 9 9 Klausdorfer Weg 177, 24148 Kiel
1013256.0 5437632.0 46 11 11 Immelmann-Str. 20, 24159 Kiel
1012483.0 5428146.0 46 8 8 Bustorfer Weg 66, 24145 Kiel
1015621.0 5429258.0 46 8 8 Segeberger Landstr. 43, 24145 Kiel
1009931.0 5434351.0 46 6 6 Eckernförder Str. 256, 24119 Kronshagen
1018637.0 5432614.0 46 10 10 Schönberger Str. 5, 24148 Kiel
1007394.0 5436036.0 46 11 11 Sylter Bogen 59, 24107 Kiel
1006970.0 5432467.0 46 8 8 Skandinaviendamm 203, 24109 Kiel
1017536.0 5439107.0 46 15 15 Christianspries 5, 24159 Kiel
1015584.0 5431191.0 46 6 6 Pickertstr. 26, 24143 Kiel
1018591.0 5430075.0 46 9 9 Salzburger Str. 148, 24147 Kiel
1017973.0 5439752.0 46 17 17 Brauner Berg 4, 24159 Kiel
1007062.0 5435475.0 46 11 11 Steinberg 115, 24107 Kiel
1012801.0 5428559.0 46 7 7 Kieler Weg 126, 24145 Kiel
1014399.0 5431349.0 46 5 5 Johannesstr. 10, 24143 Kiel
1013002.0 5440036.0 46 15 15 Grevenkamp 1, 24161 Altenholz
1007093.0 5431393.0 46 9 9 Martenshofweg 104, 24109 Kiel
1008764.0 5435590.0 46 9 9 Lärchenweg 1, 24107 Kiel
1017683.0 5431543.0 46 9 9 Nissenstr. 28, 24148 Kiel
1014226.0 5437466.0 46 13 13 Roggestr. 1, 24159 Kiel
1012591.0 5440704.0 46 16 16 Pappel-Weg 1, 24161 Altenholz
1008222.0 5435268.0 46 11 11 Alter Viedamm 33, 24107 Kiel
1010613.0 5441584.0 46 17 17 Postkamp 11, 24161 Altenholz
1021486.0 5432138.0 46 13 13 Oppendorfer Weg 52, 24149 Kiel
1017021.0 5439925.0 46 16 16 Klaus-Groth-Str. 2, 24159 Kiel
1014833.0 5437156.0 46 13 13 Grimmstr. 19, 24159 Kiel
1007654.0 5433369.0 46 8 8 Vogteiweg 9, 24119 Kronshagen
1014724.0 5436936.0 46 13 13 Kastanienallee 30, 24159 Kiel
1013894.0 5432343.0 46 1 1 Alter Markt 4, 24103 Kiel
1012636.0 5439388.0 46 13 13 Klausdorfer Str. 2, 24161 Altenholz
1013462.0 5433800.0 46 3 3 Düppelstr. 82, 24105 Kiel
1012893.0 5429052.0 46 6 6 Meimersdorfer Moor 29, 24145 Kiel
1016947.0 5432126.0 46 8 8 Wellingdorfer Str. 4, 24148 Kiel
1008081.0 5436136.0 46 10 10 Von-der-Wisch-Str. 33, 24107 Kiel
1010330.0 5431185.0 46 6 6 Mettlachstr. 23, 24114 Kiel
1011615.0 5427381.0 46 10 10 Bokseer Weg 2, 24145 Kiel
1013315.0 5434404.0 46 4 4 Holtenauer Str. 206, 24105 Kiel
1017280.0 5439615.0 46 17 17 Friedrichsorter Str. 4, 24159 Kiel
1012776.0 5430396.0 46 4 4 Lauenburger Str. 2, 24113 Kiel
1012839.0 5435376.0 46 8 8 Wesselburener Str. 2, 24106 Kiel
1008388.0 5436292.0 46 11 11 Wippen 24, 24107 Kiel
1011593.0 5435433.0 46 8 8 Steenbeker Weg 31, 24106 Kiel
1013525.0 5438155.0 46 11 11 Dänischenhagener Str. 1, 24159 Kiel
1012436.0 5435116.0 46 6 6 Projensdorfer Str. 70, 24106 Kiel
1009618.0 5430847.0 46 7 7 Uhlenkrog 18, 24113 Kiel
1004921.0 5431608.0 46 9 9 Jütlandring 2, 24109 Kiel
1012633.0 5438918.0 46 13 13 Königsberger Str. 41, 24161 Altenholz
1017858.0 5432989.0 46 11 11 Schwentinestr. 1, 24149 Kiel
1012145.0 5440643.0 46 17 17 Freesenberg 116, 24161 Altenholz
1009458.0 5432893.0 46 5 5 Kieler Str. 2, 24119 Kronshagen
1013683.0 5432888.0 46 2 2 Koldingstr. 4, 24105 Kiel
1013781.0 5434528.0 46 5 5 Scharnhorststr. 23, 24105 Kiel
1019527.0 5427675.0 46 13 13 Bachstelzenweg 3, 24146 Kiel
1008511.0 5430154.0 46 9 9 Demühlener Str. 42, 24113 Kiel
1013128.0 5431943.0 46 1 1 Ziegelteich 18, 24103 Kiel
1014387.0 5436462.0 46 10 10 Maklerstr. 17, 24159 Kiel
1010863.0 5429540.0 46 7 7 Petersburger Weg 45, 24113 Kiel
1006840.0 5427631.0 46 12 12 Osterberg 8, 24113 Molfsee
1014809.0 5433964.0 46 5 5 Bartelsallee 9, 24105 Kiel
1011342.0 5435955.0 46 8 8 Projensdorfer Str. 199, 24106 Kiel
1016441.0 5428911.0 46 9 9 Schoolkamp 36, 24145 Kiel
1006964.0 5427580.0 46 12 12 Osterberg 4, 24113 Molfsee
1006365.0 5432433.0 46 11 11 Göteborgring 62, 24109 Kiel
1014003.0 5436310.0 46 11 11 Herthastr. 24, 24106 Kiel
1006994.0 5426422.0 46 12 12 Buschkoppel 4, 24113 Molfsee
1007324.0 5431331.0 46 9 9 Melsdorfer Str. 77, 24109 Kiel
1006895.0 5430031.0 46 10 10 Rendsburger Landstr. 379, 24111 Kiel
1007592.0 5434965.0 46 10 10 Wetterbek 32, 24107 Kiel
1006947.0 5430045.0 46 10 10 Rendsburger Landstr. 374, 24111 Kiel
1009955.0 5427761.0 46 9 9 Meimersdorfer Weg 165, 24145 Kiel
1012717.0 5428216.0 46 8 8 Grotenbrook 2, 24145 Kiel
1013387.0 5432935.0 46 2 2 Preußerstr. 1, 24105 Kiel
1018802.0 5430092.0 46 9 9 Tiroler Ring 376, 24147 Kiel
1017940.0 5429113.0 46 10 10 Elmschenhagener Allee 15, 24146 Kiel
1005114.0 5430336.0 46 9 9 Hörst 1, 24111 Kiel
1014070.0 5430266.0 46 5 5 Bielenbergstr. 2, 24143 Kiel
1014424.0 5432940.0 46 2 2 Arnold-Heller-Str. 9, 24105 Kiel
1012801.0 5428559.0 46 7 7 Kieler Weg 126, 24145 Kiel
1006960.0 5427474.0 46 12 12 Captain-Thiessen-Weg 35, 24113 Molfsee
1017073.0 5431182.0 46 8 8 Franziusallee 179, 24148 Kiel
1013783.0 5433775.0 46 4 4 Adolfplatz 2, 24105 Kiel
1007232.0 5433579.0 46 8 8 Ottendorfer Weg 2, 24119 Kronshagen
1012839.0 5435376.0 46 8 8 Wesselburener Str. 2, 24106 Kiel
1012717.0 5429388.0 46 5 5 Neue Hamburger Str. 65, 24113 Kiel
1008996.0 5431182.0 46 10 10 Schönwohlder Weg 52, 24113 Kiel
1015768.0 5442254.0 46 20 20 Alter Kirchweg 20, 24159 Kiel
1010319.0 5427476.0 46 9 9 Meimersdorfer Weg 214, 24145 Kiel
1017733.0 5439176.0 46 16 16 Möhrkestr. 3, 24159 Kiel
1017319.0 5439643.0 46 17 17 Hecktstr. 3, 24159 Kiel
1006463.0 5430577.0 46 12 12 Lämmerstücken 11, 24111 Kiel
1018318.0 5433911.0 46 13 13 Hermannstr. 70, 24149 Kiel
1012747.0 5435459.0 46 7 7 Elendsredder 20, 24106 Kiel
1014027.0 5432816.0 46 2 2 Brunswiker Str. 27, 24105 Kiel
1005511.0 5431976.0 46 11 11 Osloring 29, 24109 Kiel
1011651.0 5432503.0 46 3 3 Wörthstr. 25, 24116 Kiel
1011172.0 5436041.0 46 9 9 Projensdorfer Str. 213, 24106 Kiel
1009293.0 5434774.0 46 7 7 Suchskrug 1, 24107 Kiel
1006801.0 5431224.0 46 9 9 Russeer Weg 110, 24109 Kiel
1018731.0 5433956.0 46 12 12 Hermannstr. 5, 24149 Kiel
1007984.0 5433485.0 46 8 8 Stobbenbrook 2, 24119 Kronshagen
1013862.0 5434711.0 46 5 5 Düvelsbeker Weg 38, 24105 Kiel
1013767.0 5433704.0 46 3 3 Adolfstr. 50, 24105 Kiel
