1501
10.13847 54.32255 0 0 0 Holstenstr. 12, 24103 Kiel
10.11038 54.35796 53 9 9 Charles-Roß-Ring 118, 24106 Kiel
10.04224 54.33941 61 13 13 Rammskrug 2, 24107 Ottendorf
10.14343 54.33255 55 3 3 Niemannsweg 2, 24105 Kiel
10.11989 54.32034 63 2 2 Zastrowstr. 12, 24114 Kiel
10.13069 54.36072 62 9 9 Schleusenstr. 1, 24106 Kiel
10.07111 54.3007 54 10 10 Rendsburger Landstr. 367, 24111 Kiel
10.14218 54.30968 65 5 5 Mühlenstr. 20, 24143 Kiel
10.12758 54.32025 62 2 2 Prüner Gang 14, 24103 Kiel
10.15534 54.29134 56 8 8 Hansahöhe 1, 24145 Kiel
10.09011 54.34207 52 7 7 Fußsteigkoppel 34, 24119 Kronshagen
9.98678 54.33207 54 15 15 Am Breitschlag 5, 24107 Quarnbek
10.16412 54.29317 54 10 10 Buschkoppel 19, 24145 Kiel
10.08559 54.35324 64 9 9 Klinkerwisch 51, 24107 Kiel
10.16412 54.29317 61 10 10 Buschkoppel 19, 24145 Kiel
10.12775 54.3344 58 3 3 Alsenstr. 12, 24118 Kiel
10.10494 54.34708 53 7 7 Olshausenstr. 77, 24106 Kiel
10.02989 54.31728 57 10 10 Dorfstr. 30, 24109 Melsdorf
10.15332 54.26129 62 9 9 Goldberg 10, 24145 Kiel
10.21098 54.32614 52 12 12 Trenntrader Weg 3, 24149 Kiel
10.15362 54.25719 55 10 10 Zum Schlüsbeker Moor 54, 24145 Kiel
9.98805 54.33428 57 15 15 Sturenberg 61, 24107 Quarnbek
10.1829 54.33319 59 11 11 Heikendorfer Weg 68, 24149 Kiel
9.98973 54.33868 56 16 16 Sturenberg 37, 24107 Quarnbek
10.11919 54.33231 57 4 4 Gutenbergstr. 54, 24118 Kiel
10.12664 54.39801 59 14 14 Langkoppel 11, 24161 Altenholz
10.13406 54.28566 53 6 6 Poppenkamp 2, 24145 Kiel
10.12111 54.30433 61 4 4 Theodor-Heuss-Ring 61, 24113 Kiel
10.12377 54.33 52 4 4 Schiller-Str. 22, 24116 Kiel
10.17553 54.393 56 16 16 An der Schanze 32, 24159 Kiel
10.07347 54.3613 58 11 11 Nordseestr. 50, 24107 Kiel
10.07451 54.35266 52 12 12 Kahler Berg 41, 24107 Kiel
10.13224 54.35121 65 6 6 Holtenauer Str. 278, 24106 Kiel
10.19479 54.27685 57 13 13 Bachstelzenweg 2, 24146 Kiel
10.18985 54.33391 54 11 11 Langer Rehm 4, 24149 Kiel
10.16019 54.39909 65 18 18 Wilhelm-Lobsien-Weg 8, 24159 Kiel
10.10267 54.36377 59 12 12 Am Tannenberg 86, 24106 Kiel
10.19236 54.32495 57 11 11 Passader Str. 11, 24148 Kiel
10.06153 54.30254 55 12 12 Johann-Heuck-Str. 40, 24111 Kiel
10.09069 54.35684 52 9 9 Schneiderkamp 32, 24107 Kiel
10.13058 54.39896 60 15 15 Ohlandbogen 53, 24161 Altenholz
10.16927 54.4009 53 16 16 Grüffkamp 2, 24159 Kiel
10.14972 54.34644 62 6 6 Bismarckallee 1, 24105 Kiel
10.1899 54.33873 54 12 12 Langer Rehm 61, 24149 Kiel
10.12119 54.39259 53 14 14 Kronsberg 17, 24161 Altenholz
10.07013 54.31748 58 8 8 Im Waldwinkel 21, 24109 Kiel
10.11342 54.281 63 10 10 Anemonenweg 21, 24145 Kiel
10.0879 54.2826 53 10 10 Eschenbrook 21, 24113 Molfsee
10.13452 54.30401 58 5 5 Oldesloer Str. 5, 24143 Kiel
10.1305 54.32927 64 2 2 Mittelstr. 1, 24103 Kiel
10.1443 54.31467 64 6 6 Kieler Str. 11, 24143 Kiel
10.13481 54.34368 61 4 4 Nettelbeckstr. 3, 24105 Kiel
10.16667 54.31674 54 7 7 Probsteier Str. 1, 24148 Kiel
10.07607 54.30092 54 11 11 Moorblek 1, 24111 Kiel
10.14757 54.34372 61 6 6 Niemannsweg 147, 24105 Kiel
10.08344 54.30215 62 11 11 Redderkamp 211, 24111 Kiel
10.05703 54.26921 59 14 14 Poggenkrugsweg 2, 24113 Molfsee
10.13771 54.33516 57 3 3 Adolfstr. 38, 24105 Kiel
10.13822 54.3392 63 4 4 Wrangelstr. 33, 24105 Kiel
10.12043 54.32844 55 4 4 Theodor-Storm-Str. 4, 24116 Kiel
10.08613 54.32923 60 7 7 Bürgermeister-Drews-Str. 31, 24119 Kronshagen
10.17021 54.42147 58 18 18 Klabautermanngang 1, 24159 Kiel
10.07821 54.3507 65 10 10 Holmredder 54, 24107 Kiel
10.12564 54.32036 57 2 2 Prüne 30, 24103 Kiel
10.10828 54.36322 62 10 10 Projensdorfer Str. 274, 24106 Kiel
10.13122 54.28144 52 8 8 Justdiek 4, 24145 Kiel
10.17681 54.26952 55 12 12 Zum Forst 50, 24145 Kiel
10.12615 54.33202 63 2 2 Saldernstr. 12, 24118 Kiel
10.07524 54.30043 62 9 9 Rendsburger Landstr. 339, 24111 Kiel
10.07265 54.35403 61 12 12 Bullenbrook 1, 24107 Kiel
10.09359 54.41272 65 18 18 Kubitzberg 11, 24161 Altenholz
10.16618 54.3931 61 16 16 Steenbarg 11, 24159 Kiel
10.13961 54.32835 52 2 2 Brunswiker Str. 24, 24105 Kiel
10.05503 54.3211 61 11 11 Osloring 41, 24109 Kiel
10.13321 54.33516 56 3 3 Holtenauer Str. 83, 24105 Kiel
10.10375 54.30508 53 6 6 Braustr. 6, 24113 Kiel
10.12821 54.33632 59 4 4 Samwerstr. 1, 24118 Kiel
10.07723 54.28359 58 11 11 Im Wiesengrund 33, 24113 Molfsee
10.16175 54.39026 54 15 15 Fritz-Reuter-Str. 19, 24159 Kiel
10.05985 54.31549 64 10 10 Emkendorfer Weg 2, 24109 Kiel
10.1071 54.3065 61 5 5 Christianistr. 1, 24113 Kiel
10.0499 54.31334 64 10 10 Langelandweg 1, 24109 Kiel
10.07366 54.27745 56 12 12 Barstenkamp 24, 24113 Molfsee
10.17901 54.30117 52 8 8 Weinberg 2, 24147 Kiel
10.10836 54.32125 57 4 4 Robert-Koch-Str. 1, 24116 Kiel
10.13122 54.28144 61 8 8 Justdiek 4, 24145 Kiel
10.19591 54.29378 62 11 11 Starnberger Str. 24, 24146 Kiel
10.06602 54.27762 61 12 12 Osterberg 27, 24113 Molfsee
10.15088 54.3361 60 3 3 Karolinenweg 1, 24105 Kiel
10.18637 54.29562 57 10 10 Preetzer Chaussee 200, 24146 Kiel
10.13464 54.38704 58 12 12 Insterburger Weg 3, 24161 Altenholz
10.16597 54.42604 53 19 19 Tempest 24, 24159 Kiel
10.10083 54.37709 59 15 15 Knooper Dorfstr. 1, 24161 Altenholz
10.08687 54.32821 52 7 7 Bürgermeister-Drews-Str. 47, 24119 Kronshagen
10.14441 54.31431 57 6 6 Kieler Str. 12, 24143 Kiel
10.07196 54.27907 54 13 13 Barstenkamp 52, 24113 Molfsee
10.15879 54.39764 53 14 14 Ottomar-Enking-Str. 79, 24159 Kiel
10.09799 54.31938 57 5 5 Hasseldieksdammer Weg 181, 24114 Kiel
10.19 54.33992 56 12 12 Langer Rehm 73, 24149 Kiel
10.18349 54.29685 52 8 8 Tiroler Ring 2, 24147 Kiel
10.18661 54.28514 54 11 11 Pottberghöhe 11, 24146 Kiel
10.20643 54.31902 65 12 12 Wehdenweg 137, 24148 Kiel
10.08831 54.33912 57 7 7 Kopperpahler Allee 79, 24119 Kronshagen
10.13555 54.35712 61 10 10 Im Anscharpark 12, 24106 Kiel
10.17089 54.39359 65 17 17 Brüttweg 2, 24159 Kiel
10.1742 54.29602 54 9 9 Dorfstr. 1, 24146 Kiel
10.16556 54.31689 60 8 8 Hollmannstr. 27, 24148 Kiel
10.05056 54.32498 58 10 10 Vaasastr. 6, 24109 Kiel
10.04213 54.30334 63 8 8 Rendsburger Landstr. 504, 24109 Melsdorf
10.12173 54.35896 59 8 8 Flensburger Str. 66, 24106 Kiel
10.07049 54.29447 54 12 12 Damaschkeweg 52, 24113 Kiel
10.07126 54.35964 52 13 13 Hoogewinkel 50, 24107 Kiel
10.16834 54.28639 53 10 10 Kirchenberg 3, 24145 Kiel
10.12494 54.3978 64 14 14 Schoolredder 2, 24161 Altenholz
10.1658 54.39305 59 15 15 Steenbarg 7, 24159 Kiel
10.17656 54.41456 61 19 19 Graf-Luckner-Str. 62, 24159 Kiel
10.13318 54.30637 53 3 3 Bahnhofstr. 29, 24143 Kiel
10.07591 54.30482 64 13 13 Käthe-Kollwitz-Pfad 1, 24111 Kiel
10.18237 54.28899 65 10 10 Elmschenhagener Allee 41, 24146 Kiel
10.14223 54.28746 52 7 7 Poppenbrügger Weg 39, 24145 Kiel
10.15655 54.39332 55 16 16 Buschblick 22, 24159 Kiel
10.1326 54.33908 59 3 3 Im Brauereiviertel 8, 24118 Kiel
10.14829 54.30567 54 5 5 Ostring 100, 24143 Kiel
10.07096 54.28722 57 11 11 Eiderbrook 51, 24113 Kiel
10.10211 54.35131 55 10 10 Tönniesstr. 1, 24106 Kiel
10.1953 54.27488 63 14 14 Hof Kroog 6, 24146 Kiel
10.11424 54.27979 53 9 9 Anemonenweg 2, 24145 Kiel
10.15315 54.3151 52 6 6 Kaiserstr. 2, 24143 Kiel
10.07777 54.33177 56 7 7 Domänenweg 1, 24119 Kronshagen
10.14921 54.30551 52 5 5 Greifstr. 4, 24143 Kiel
10.13447 54.3353 65 3 3 Waitzstr. 44, 24105 Kiel
10.20444 54.27804 54 16 16 Rarsrott 1, 24146 Kiel
10.13336 54.31701 52 1 1 Auguste-Viktoria-Str. 6, 24103 Kiel
10.14404 54.36077 53 9 9 Zeyestr. 1, 24106 Kiel
10.09992 54.3322 60 5 5 Eschenkamp 5, 24119 Kronshagen
10.12427 54.30038 61 5 5 Von-der-Goltz-Allee 73, 24113 Kiel
10.10143 54.34855 59 8 8 Jacobystr. 1, 24106 Kiel
10.17262 54.41835 59 17 17 Behmweg 1, 24159 Kiel
10.14407 54.31126 52 4 4 Schulstr. 42, 24143 Kiel
10.06852 54.28083 54 14 14 Wollbergsredder 4, 24113 Molfsee
10.17198 54.32205 53 9 9 Danziger Str. 54, 24148 Kiel
10.07291 54.30257 56 10 10 Grömmsche Koppel 2, 24111 Kiel
10.12503 54.3321 63 2 2 Hansastr. 4, 24118 Kiel
10.0695 54.35304 52 14 14 Weiden 1, 24107 Kiel
10.13169 54.28166 53 7 7 Justdiek 1, 24145 Kiel
10.09848 54.31934 56 6 6 Hasseldieksdammer Weg 179, 24114 Kiel
10.10215 54.27508 65 9 9 Meimersdorfer Weg 211, 24145 Kiel
10.09677 54.3054 59 8 8 Hasseer Str. 47, 24113 Kiel
10.08215 54.28514 58 11 11 Am Hang 1, 24113 Molfsee
10.12501 54.34268 60 5 5 Siemensstr. 6, 24118 Kiel
10.13662 54.38764 52 12 12 Allensteiner Weg 17, 24161 Altenholz
10.01108 54.34143 54 15 15 Alte Landstr. 34, 24107 Quarnbek
10.1809 54.31417 57 9 9 August-Sievers-Ring 2, 24148 Kiel
10.05972 54.3512 55 12 12 Schwartenbeker Weg 61, 24107 Kiel
10.05142 54.31845 62 10 10 Osloring 10, 24109 Kiel
10.0716 54.3066 60 11 11 Am Blöcken 41, 24111 Kiel
9.9913 54.34178 62 17 17 Möhlenbarg 13, 24107 Quarnbek
10.03386 54.31801 65 10 10 Schneiderkoppel 1, 24109 Melsdorf
10.13402 54.35928 58 8 8 Adalbertstr. 35, 24106 Kiel
10.08873 54.28913 53 8 8 Hamburger Landstr. 4, 24113 Molfsee
10.1196 54.40555 52 16 16 Moorredder 24, 24161 Altenholz
10.18754 54.39044 59 20 20 Deichweg 24, 24159 Kiel
10.1307 54.38762 53 12 12 Königsberger Str. 1, 24161 Altenholz
10.0808 54.36357 62 12 12 Hiddenseer Weg 21, 24107 Kiel
10.13315 54.34404 59 4 4 Holtenauer Str. 206, 24105 Kiel
10.16915 54.42178 52 18 18 Schlimbachallee 26, 24159 Kiel
10.15145 54.31392 52 6 6 Kaiserstr. 14, 24143 Kiel
10.13069 54.36072 52 9 9 Schleusenstr. 1, 24106 Kiel
10.13359 54.38884 55 13 13 Elbinger Weg 79, 24161 Altenholz
10.13456 54.32062 61 0 0 Holstenstr. 55, 24103 Kiel
10.0701 54.31804 53 8 8 Im Waldwinkel 11, 24109 Kiel
10.13224 54.35045 59 5 5 Holtenauer Str. 257, 24106 Kiel
10.1374 54.32251 63 1 1 Faulstr. 2, 24103 Kiel
10.13781 54.34528 62 5 5 Scharnhorststr. 23, 24105 Kiel
10.1313 54.33887 64 4 4 Im Brauereiviertel 34, 24118 Kiel
10.12363 54.30197 64 5 5 Hornheimer Weg 15, 24113 Kiel
10.10582 54.3504 60 8 8 Olshausenstr. 100, 24106 Kiel
10.18727 54.28739 53 11 11 Illerweg 14, 24146 Kiel
10.18406 54.33084 55 11 11 Geldbeutel 1, 24149 Kiel
10.16726 54.31506 64 7 7 Ostring 318, 24148 Kiel
9.99284 54.34124 63 17 17 Mönkbergseck 16, 24107 Quarnbek
10.14748 54.30752 59 5 5 Gazellestr. 3, 24143 Kiel
10.03006 54.3175 59 10 10 Dorfstr. 11, 24109 Melsdorf
10.07524 54.36344 60 11 11 Rügenweg 16, 24107 Kiel
10.08275 54.35874 52 9 9 Sukoring 2, 24107 Kiel
10.12387 54.40319 62 16 16 Ahornallee 8, 24161 Altenholz
10.07995 54.35802 62 11 11 Amrumring 2, 24107 Kiel
10.08793 54.29574 62 9 9 Speckenbeker Weg 116, 24113 Kiel
10.09864 54.34676 56 7 7 Siedlung Lebensfreude 19, 24119 Kronshagen
10.10257 54.30459 65 6 6 Streitkamp 7, 24113 Kiel
10.19468 54.29077 64 10 10 Allgäuer Str. 18, 24146 Kiel
10.13447 54.3353 59 3 3 Waitzstr. 44, 24105 Kiel
10.15616 54.3953 53 15 15 Wagnerring 128, 24159 Kiel
10.14762 54.27815 64 9 9 Borsigstr. 12, 24145 Kiel
10.14433 54.36282 53 10 10 Mecklenburger Str. 41, 24106 Kiel
10.14206 54.29013 59 7 7 Kuhlacker 1, 24145 Kiel
10.09892 54.28507 53 9 9 Meimersdorfer Weg 95, 24145 Kiel
9.99242 54.34096 52 17 17 Mönkbergseck 24, 24107 Quarnbek
10.08539 54.35267 58 9 9 Klinkerwisch 45, 24107 Kiel
10.10958 54.30446 52 6 6 Karpfenteich 13, 24113 Kiel
10.08939 54.34427 56 8 8 Albert-Einstein-Str. 1, 24119 Kronshagen
10.17262 54.41835 64 17 17 Behmweg 1, 24159 Kiel
10.19678 54.28134 56 13 13 Rönner Weg 70, 24146 Kiel
10.10607 54.35747 61 9 9 Charles-Roß-Ring 64, 24106 Kiel
10.13484 54.31992 58 0 0 Andreas-Gayk-Str. 23, 24103 Kiel
10.15932 54.40393 59 15 15 Hof Pries 33, 24159 Kiel
10.12423 54.40163 56 15 15 Linden-Allee 106, 24161 Altenholz
10.05719 54.33272 59 12 12 Spitzbergenweg 68, 24109 Kiel
10.17107 54.39213 56 17 17 Oldestr. 40, 24159 Kiel
10.12759 54.32383 63 2 2 Waisenhofstr. 44, 24103 Kiel
10.07389 54.33907 52 10 10 Apenrader Weg 14, 24119 Kronshagen
10.15212 54.37101 60 14 14 Strandstr. 9, 24159 Kiel
10.15409 54.34046 61 4 4 Niemannsweg 110, 24105 Kiel
9.96794 54.34068 59 19 19 Holm 11, 24107 Quarnbek
10.11759 54.35653 55 8 8 Gurlittstr. 2, 24106 Kiel
10.11038 54.35796 59 9 9 Charles-Roß-Ring 118, 24106 Kiel
10.13504 54.29014 64 6 6 Kieler Kamp 9, 24145 Kiel
10.13263 54.38246 58 13 13 Breslauer Str. 7, 24161 Altenholz
10.09491 54.34993 62 8 8 Klausbrooker Weg 7, 24107 Kronshagen
10.12138 54.3321 62 3 3 Gutenbergstr. 40, 24118 Kiel
10.12052 54.40578 55 16 16 Freesenberg 67, 24161 Altenholz
10.04585 54.31686 54 10 10 Aalborgring 56, 24109 Kiel
9.97333 54.32507 60 15 15 Lerchenkamp 1, 24107 Quarnbek
10.189 54.33334 55 12 12 Ivensring 5, 24149 Kiel
10.14091 54.32414 62 1 1 Dänische Str. 3, 24103 Kiel
10.13304 54.40049 59 15 15 Aukamp 11, 24161 Altenholz
10.11734 54.41574 58 16 16 Postkamp 1, 24161 Altenholz
10.02967 54.31655 65 10 10 Dorfstr. 36, 24109 Melsdorf
10.11563 54.34096 60 5 5 Olshausenstr. 64, 24118 Kiel
10.0913 54.33278 57 6 6 Hasselkamp 56, 24119 Kronshagen
10.07392 54.30669 62 13 13 Dahlemer Weg 3, 24111 Kiel
10.09256 54.34376 60 8 8 Albert-Schweitzer-Str. 2, 24119 Kronshagen
10.16726 54.31506 60 7 7 Ostring 318, 24148 Kiel
10.12256 54.36034 53 10 10 Flensburger Str. 89, 24106 Kiel
10.18228 54.32987 59 11 11 Heikendorfer Weg 31, 24149 Kiel
10.08576 54.3073 64 12 12 Spreeallee 288, 24111 Kiel
10.13235 54.38298 54 12 12 Kolberger Weg 5, 24161 Altenholz
10.13637 54.38818 63 13 13 Allensteiner Weg 35, 24161 Altenholz
10.11675 54.27411 54 10 10 Moorseer Weg 2, 24145 Kiel
10.16119 54.3896 58 15 15 Stromeyerallee 2, 24159 Kiel
10.12587 54.31626 58 2 2 Ringstr. 34, 24103 Kiel
10.15486 54.28461 54 11 11 Wellseedamm 10, 24145 Kiel
10.12655 54.37547 58 11 11 Am Jägersberg 10, 24161 Altenholz
10.07801 54.35701 58 10 10 Föhrer Weg 1, 24107 Kiel
10.18826 54.33231 65 12 12 Quittenstr. 21, 24149 Kiel
10.1331 54.32894 55 1 1 Holtenauer Str. 3, 24103 Kiel
10.07815 54.30565 63 11 11 Spreeallee 73, 24111 Kiel
10.03305 54.31194 59 8 8 Rotenhofer Weg 18, 24109 Melsdorf
10.07772 54.2765 59 11 11 Hamburger Landstr. 82, 24113 Molfsee
10.12306 54.32415 59 3 3 Sternstr. 11, 24103 Kiel
10.09677 54.3054 59 8 8 Hasseer Str. 47, 24113 Kiel
10.10464 54.30566 60 6 6 Gärtnerstr. 2, 24113 Kiel
10.07318 54.33469 55 8 8 Hindenburgstr. 2, 24119 Kronshagen
10.18221 54.33464 60 12 12 Heikendorfer Weg 80, 24149 Kiel
10.13672 54.31179 63 4 4 An der Halle 400 1, 24143 Kiel
10.09373 54.34958 53 8 8 Klausbrooker Weg 4, 24107 Kronshagen
10.1349 54.38927 55 13 13 Elbinger Weg 92, 24161 Altenholz
10.07249 54.31421 52 9 9 Am Lindenhof 15, 24109 Kiel
10.15172 54.26247 64 9 9 Zum Schlüsbeker Moor 14, 24145 Kiel
10.01921 54.31456 64 11 11 Moorblöcken 6, 24109 Melsdorf
10.06842 54.27835 52 13 13 Osterwisch 16, 24113 Molfsee
10.09579 54.34503 56 8 8 Waidmannsruh 33, 24119 Kronshagen
10.11388 54.29681 65 7 7 Pestalozzistr. 59, 24113 Kiel
10.16704 54.31019 65 8 8 Drewsstr. 23, 24148 Kiel
10.14027 54.32816 53 2 2 Brunswiker Str. 27, 24105 Kiel
10.10237 54.33014 57 5 5 Mühlenweg 118, 24116 Kiel
10.14747 54.34461 52 7 7 Niemannsweg 149, 24105 Kiel
10.06367 54.27826 59 13 13 Wolfskamp 25, 24113 Molfsee
10.15378 54.40574 52 16 16 Uhlenhorster Weg 18, 24159 Kiel
10.14384 54.32391 57 0 0 Wall 70, 24103 Kiel
10.11635 54.29563 56 7 7 Krummbogen 80, 24113 Kiel
10.11528 54.31705 52 4 4 Boiestr. 14, 24114 Kiel
10.08187 54.35289 55 9 9 Alter Viedamm 21, 24107 Kiel
10.04683 54.31712 56 10 10 Aalborgring 40, 24109 Kiel
10.05376 54.33388 56 12 12 Lofotenweg 151, 24109 Kiel
10.12304 54.31901 52 2 2 Ringstr. 76, 24103 Kiel
10.13441 54.34454 61 5 5 Kleiststr. 15, 24105 Kiel
10.14016 54.28232 55 9 9 Reesenberg 39, 24145 Kiel
10.14258 54.32807 55 2 2 Fleckenstr. 4, 24105 Kiel
10.08545 54.29144 59 9 9 Speckenbeker Weg 56, 24113 Kiel
10.17901 54.31812 61 9 9 Klausdorfer Weg 167, 24148 Kiel
10.07223 54.36148 63 11 11 Pellwormer Weg 41, 24107 Kiel
10.12335 54.39671 56 14 14 Klintenberg 46, 24161 Altenholz
10.08561 54.35512 52 9 9 Nienbrügger Weg 6, 24107 Kiel
10.11048 54.3008 61 6 6 Pestalozzistr. 9, 24113 Kiel
10.09278 54.29604 52 9 9 Speckenbeker Weg 140, 24113 Kiel
10.08985 54.34369 57 7 7 Henri-Dunant-Allee 15, 24119 Kronshagen
10.1799 54.29701 65 9 9 Tiroler Ring 28, 24147 Kiel
10.10599 54.36078 56 10 10 Am Tannenberg 33, 24106 Kiel
10.1672 54.42189 57 18 18 Schilkseer Str. 172, 24159 Kiel
10.14909 54.31086 59 5 5 Iltisstr. 3, 24143 Kiel
10.07931 54.301 53 9 9 Stiller Winkel 1, 24111 Kiel
10.17399 54.31897 65 9 9 Stille Gasse 2, 24148 Kiel
10.0708 54.31897 55 9 9 Am Wohld 2, 24109 Kiel
10.13552 54.28809 57 6 6 Poppenbrügger Weg 7, 24145 Kiel
10.11654 54.30124 52 5 5 Krusenrotter Weg 71, 24113 Kiel
10.16268 54.38973 54 15 15 Fontanestr. 1, 24159 Kiel
10.14597 54.28817 58 8 8 Kieler Kamp 99, 24145 Kiel
10.16829 54.3201 56 9 9 Klausdorfer Weg 31, 24148 Kiel
10.08567 54.29062 59 9 9 Speckenbeker Weg 48, 24113 Kiel
10.12317 54.32463 54 3 3 Jungfernstieg 30, 24116 Kiel
10.07998 54.33659 55 10 10 Holländerey 9, 24119 Kronshagen
10.06291 54.26537 59 12 12 Hofberg 9, 24113 Molfsee
10.11654 54.30124 55 5 5 Krusenrotter Weg 71, 24113 Kiel
10.1728 54.39615 55 17 17 Friedrichsorter Str. 4, 24159 Kiel
10.06945 54.31439 59 9 9 Bormkoppel 2, 24109 Kiel
10.0012 54.33532 57 16 16 Ziegelhofer Weg 13, 24107 Quarnbek
10.087 54.33119 64 6 6 Kieler Str. 62, 24119 Kronshagen
10.14498 54.31281 56 5 5 Schulstr. 29, 24143 Kiel
10.0904 54.32961 62 6 6 Kieler Str. 22, 24119 Kronshagen
10.09419 54.34971 57 8 8 Klausbrooker Weg 5, 24107 Kiel
10.18561 54.29743 52 10 10 Tiroler Ring 702, 24147 Kiel
10.08545 54.29144 62 9 9 Speckenbeker Weg 56, 24113 Kiel
10.1848 54.29238 56 9 9 Trautenauer Weg 2, 24146 Kiel
10.13235 54.28712 54 7 7 Kieler Weg 166, 24145 Kiel
10.15985 54.29215 54 8 8 Segeberger Landstr. 61, 24145 Kiel
10.12299 54.31531 52 2 2 Papenkamp 24, 24114 Kiel
10.13711 54.31338 64 4 4 Zur Helling 4, 24143 Kiel
10.06782 54.35595 54 12 12 Pferdehof 10, 24107 Kiel
10.18291 54.33651 52 12 12 Heikendorfer Weg 96, 24149 Kiel
10.12044 54.30596 65 3 3 Hamburger Chaussee 53, 24113 Kiel
10.06315 54.26107 52 12 12 Hamburger Chaussee 8, 24113 Molfsee
10.10584 54.29838 55 6 6 Hamburger Chaussee 196, 24113 Kiel
10.1383 54.27979 59 8 8 Barkauer Str. 109, 24145 Kiel
10.07295 54.27354 61 12 12 Am Museum 8, 24113 Molfsee
10.0734 54.30187 54 10 10 Erlenhorst 18, 24111 Kiel
10.12782 54.31454 53 2 2 Hopfenstr. 2, 24114 Kiel
10.11019 54.32592 52 5 5 Nietzschestr. 1, 24116 Kiel
10.11664 54.32532 64 3 3 Metzstr. 33, 24116 Kiel
10.18372 54.32549 55 9 9 Gabelsbergerstr. 3, 24148 Kiel
10.05647 54.3224 63 10 10 Bergenring 40, 24109 Kiel
10.0497 54.30265 55 9 9 Rendsburger Landstr. 485, 24111 Kiel
10.17545 54.31997 63 9 9 Klausdorfer Weg 77, 24148 Kiel
10.12503 54.3321 60 2 2 Hansastr. 4, 24118 Kiel
10.10152 54.35499 56 10 10 Elfriede-Dietrich-Str. 58, 24106 Kiel
10.11048 54.3008 58 6 6 Pestalozzistr. 9, 24113 Kiel
10.06803 54.31593 56 8 8 Klingkoppel 1, 24109 Kiel
10.13492 54.30641 52 3 3 Schwedendamm 8, 24143 Kiel
10.1151 54.31869 61 3 3 Gellertstr. 25, 24114 Kiel
10.12877 54.33337 54 3 3 Schauenburgerstr. 58, 24105 Kiel
10.0546 54.31898 60 11 11 Osloring 15, 24109 Kiel
10.14417 54.33284 58 3 3 Kirchenstr. 6, 24105 Kiel
10.19643 54.32442 60 10 10 Wehdenweg 51, 24148 Kiel
10.098 54.34442 59 7 7 Eckernförder Str. 307, 24119 Kronshagen
10.13261 54.37552 65 11 11 Immelmann-Str. 13, 24159 Kiel
10.12017 54.30131 59 5 5 Amselsteig 1, 24113 Kiel
10.06126 54.30223 56 11 11 Johann-Heuck-Str. 36, 24111 Kiel
10.12365 54.30275 59 4 4 Im Winkel 1, 24113 Kiel
