2001
10.13847 54.32255 0 0 0 Holstenstr. 12, 24103 Kiel
10.1273 54.32435 46 2 2 Knooper Weg 45, 24103 Kiel
10.19223 54.28705 41 11 11 Isarweg 50, 24146 Kiel
10.1279 54.33145 46 2 2 Knooper Weg 111, 24118 Kiel
10.11689 54.32893 46 3 3 Eckernförder Str. 91, 24116 Kiel
10.13101 54.34222 40 5 5 Fichtestr. 6, 24118 Kiel
10.18107 54.31699 46 9 9 Klausdorfer Weg 177, 24148 Kiel
10.11743 54.39628 42 14 14 Klausdorfer Str. 46, 24161 Altenholz
10.16408 54.40014 43 17 17 Mensingstr. 28, 24159 Kiel
10.07326 54.35572 40 12 12 Kleine Koppel 51, 24107 Kiel
10.16019 54.31213 48 6 6 Erich-Kästner-Weg 21, 24143 Kiel
10.21412 54.32173 46 13 13 Oppendorfer Weg 47, 24149 Kiel
10.13904 54.32852 43 2 2 Brunswiker Str. 33, 24105 Kiel
10.12075 54.33389 44 3 3 Krausstr. 13, 24118 Kiel
10.1343 54.33171 49 2 2 Jungmannstr. 26, 24105 Kiel
10.14442 54.33179 39 3 3 Schwanenweg 24, 24105 Kiel
10.13254 54.29622 43 7 7 Karlsburger Feldweg 27, 24113 Kiel
10.13271 54.31624 48 1 1 Auguste-Viktoria-Str. 16, 24103 Kiel
10.11705 54.28279 44 10 10 Zum Eichhornbaum 14, 24145 Kiel
10.01735 54.34183 42 15 15 Reimershofer Weg 2, 24107 Quarnbek
10.12278 54.30403 48 4 4 Theodor-Heuss-Ring 80, 24113 Kiel
10.02989 54.31728 47 10 10 Dorfstr. 30, 24109 Melsdorf
10.12524 54.35885 47 8 8 Hohenrade 45, 24106 Kiel
10.16367 54.29087 44 9 9 Segeberger Landstr. 85, 24145 Kiel
10.15002 54.33542 42 3 3 Luisenweg 4, 24105 Kiel
10.18488 54.28463 47 11 11 Am Wellsee 18, 24146 Kiel
10.1389 54.32481 46 1 1 Klosterkirchhof 17, 24103 Kiel
10.09053 54.33896 40 8 8 Abelweg 7, 24119 Kronshagen
10.17879 54.31102 47 10 10 Willy-Jacob-Weg 14, 24148 Kiel
10.11845 54.32045 39 3 3 Zastrowstr. 24, 24114 Kiel
10.16382 54.29022 46 9 9 Schoolkamp 99, 24145 Kiel
10.08815 54.33819 40 8 8 Kopperpahler Allee 70, 24119 Kronshagen
10.13555 54.33587 42 3 3 Gerhardstr. 41, 24105 Kiel
10.08595 54.33286 47 7 7 Hasselkamp 2, 24119 Kronshagen
10.08856 54.34415 44 8 8 Albert-Einstein-Str. 21, 24119 Kronshagen
10.13188 54.35334 44 6 6 Holtenauer Str. 304, 24106 Kiel
10.13827 54.34209 42 5 5 Blücherplatz 15, 24105 Kiel
10.15349 54.3695 46 14 14 Kanalstr. 85, 24159 Kiel
10.16564 54.2891 44 9 9 Tulpenweg 1, 24145 Kiel
10.12223 54.35749 46 8 8 Flensburger Str. 34, 24106 Kiel
10.0986 54.33142 40 5 5 Eschenkamp 8, 24119 Kronshagen
10.12709 54.32909 41 2 2 Lessingplatz 6, 24116 Kiel
10.12522 54.30692 47 3 3 Alte Lübecker Chaussee 14, 24114 Kiel
10.1253 54.30692 47 3 3 Alte Lübecker Chaussee 9, 24114 Kiel
10.17117 54.27225 46 11 11 Zum Forst 3, 24145 Kiel
10.12413 54.28072 44 8 8 Schierenblek 2, 24145 Kiel
10.07994 54.36373 45 14 14 Hiddenseer Weg 56, 24107 Kiel
10.11762 54.27398 42 10 10 Moorseer Weg 4, 24145 Kiel
10.07199 54.28127 41 11 11 Rammseer Weg 55, 24113 Molfsee
10.06763 54.32418 46 8 8 Russeer Weg 212, 24109 Kiel
10.12268 54.30238 46 4 4 Vogelhain 2, 24113 Kiel
10.06879 54.35972 40 12 12 Hoogewinkel 10, 24107 Kiel
10.17101 54.39689 47 16 16 Zum Dänischen Wohld 20, 24159 Kiel
10.07253 54.32748 41 10 10 Hofbrook 60, 24119 Kronshagen
10.07054 54.3561 40 12 12 Kleine Koppel 20, 24107 Kiel
10.12822 54.32242 42 2 2 Dammstr. 52, 24103 Kiel
10.00417 54.35094 48 18 18 Birkenweg 2, 24107 Quarnbek
10.19582 54.33818 47 13 13 Pillauer Str. 10, 24149 Kiel
10.11845 54.31468 43 3 3 Melanchthonstr. 3, 24114 Kiel
10.07278 54.35575 48 12 12 Kleine Koppel 47, 24107 Kiel
10.07932 54.33198 44 7 7 Kieler Str. 102, 24119 Kronshagen
10.06895 54.30031 45 10 10 Rendsburger Landstr. 379, 24111 Kiel
10.1153 54.31439 44 4 4 Dubenhorst 4, 24114 Kiel
10.12131 54.40238 42 15 15 Linden-Allee 4, 24161 Altenholz
10.13254 54.38884 43 14 14 Tilsiter Weg 62, 24161 Altenholz
10.1365 54.38719 47 12 12 Allensteiner Weg 1, 24161 Altenholz
10.13212 54.34252 43 4 4 Schillstr. 1, 24118 Kiel
10.07409 54.27245 44 10 10 Hamburger Landstr. 108, 24113 Molfsee
10.13343 54.36997 49 11 11 Jaegerallee 3, 24159 Kiel
10.05601 54.32657 44 10 10 Stockholmstr. 5, 24109 Kiel
10.13321 54.32902 47 2 2 Holtenauer Str. 6, 24105 Kiel
10.05051 54.32022 46 10 10 Skandinaviendamm 356, 24109 Kiel
10.17144 54.42543 43 19 19 Fördeblick 1, 24159 Kiel
10.12224 54.39666 47 14 14 Buschberg 14, 24161 Altenholz
10.12849 54.34483 41 5 5 Westring 480, 24118 Kiel
10.1196 54.32218 46 3 3 Hasseldieksdammer Weg 1, 24116 Kiel
10.13869 54.32896 49 2 2 Feldstr. 4, 24105 Kiel
10.17235 54.39102 39 16 16 Dieselweg 3, 24159 Kiel
10.16491 54.39294 46 15 15 Andersen-Weg 1, 24159 Kiel
10.07461 54.3255 47 10 10 Am Forsthaus Wittland 20, 24109 Kiel
10.10193 54.3448 41 7 7 Teichhörn 47, 24119 Kronshagen
10.12448 54.32512 43 2 2 Damperhofstr. 24, 24103 Kiel
10.10437 54.36712 47 12 12 Projensdorfer Str. 324, 24106 Kiel
10.18563 54.33841 40 12 12 Hertzstr. 92, 24149 Kiel
10.07684 54.3315 42 8 8 Birkenweg 1, 24119 Kronshagen
10.07548 54.36312 45 11 11 Rügenweg 6, 24107 Kiel
10.07053 54.33616 41 9 9 Herrenwiese 1, 24119 Kronshagen
10.13152 54.32168 40 1 1 Waisenhofstr. 1, 24103 Kiel
10.16041 54.31058 46 7 7 Erich-Kästner-Weg 39, 24143 Kiel
10.09074 54.35133 42 8 8 Eckernförder Str. 341, 24107 Kiel
10.13759 54.33972 45 5 5 Wilhelmshavener Str. 10, 24105 Kiel
10.1643 54.30925 44 9 9 Poppenrade 41, 24148 Kiel
10.06162 54.32068 42 10 10 Göteborgring 15, 24109 Kiel
10.08545 54.29144 44 9 9 Speckenbeker Weg 56, 24113 Kiel
10.18469 54.29005 41 9 9 Franzensbader Str. 1, 24146 Kiel
10.13697 54.35866 44 9 9 Weimarer Str. 8, 24106 Kiel
10.14341 54.37437 46 12 12 Herwarthstr. 1, 24159 Kiel
10.12822 54.32789 44 2 2 Knooper Weg 75, 24116 Kiel
10.10269 54.27419 44 9 9 Neekoppel 4, 24145 Kiel
10.12203 54.40433 48 16 16 Klausdorfer Str. 103, 24161 Altenholz
10.14352 54.33129 39 3 3 Michaelisstr. 1, 24105 Kiel
10.17024 54.32149 40 9 9 Wellingdorfer Str. 1, 24148 Kiel
10.19633 54.32957 42 10 10 Schönkirchener Str. 63, 24149 Kiel
10.05806 54.30185 47 10 10 Rendsburger Landstr. 440, 24111 Kiel
10.13508 54.30548 47 5 5 Zum Brook 20, 24143 Kiel
10.10269 54.34823 39 7 7 Baumgartenstr. 2, 24106 Kiel
10.08809 54.33293 46 7 7 Hasselkamp 20, 24119 Kronshagen
10.06765 54.27686 40 12 12 Osterberg 12, 24113 Molfsee
10.08534 54.2945 39 9 9 Speckenbeker Weg 88, 24113 Kiel
10.10215 54.35056 43 9 9 Klausbrooker Weg 171, 24106 Kiel
10.07351 54.33606 42 8 8 Suchsdorfer Weg 1, 24119 Kronshagen
10.14453 54.27969 48 8 8 Braunstr. 11, 24145 Kiel
10.12363 54.32237 40 2 2 Eckernförder Str. 16, 24103 Kiel
10.12785 54.28296 44 7 7 Lüttenhoff 1, 24145 Kiel
10.12711 54.35867 47 7 7 Hohenrade 27, 24106 Kiel
10.18874 54.29676 40 10 10 Tiroler Ring 536, 24147 Kiel
10.11307 54.28068 46 10 10 Oleanderplatz 1, 24145 Kiel
10.12993 54.36907 43 11 11 Kanalstr. 2, 24159 Kiel
10.16994 54.42561 39 19 19 Schilkseer Str. 199, 24159 Kiel
10.0012 54.33532 47 16 16 Ziegelhofer Weg 13, 24107 Quarnbek
10.16694 54.42612 45 19 19 Tempest 20, 24159 Kiel
10.13666 54.33286 42 3 3 Schauenburgerstr. 10, 24105 Kiel
10.10923 54.30155 47 5 5 Pestalozzistr. 3, 24113 Kiel
10.1751 54.3935 46 16 16 An der Schanze 29, 24159 Kiel
10.08886 54.35456 47 8 8 Schneiderkamp 2, 24107 Kiel
10.13455 54.39865 42 15 15 Aukamp 80, 24161 Altenholz
10.17257 54.41712 42 17 17 Funkstellenweg 1, 24159 Kiel
10.13981 54.32179 47 0 0 Eggerstedtstr. 1, 24103 Kiel
10.14924 54.26415 45 9 9 Steindamm 135, 24145 Kiel
10.13916 54.32531 46 1 1 Jensendamm 6, 24103 Kiel
10.12245 54.39743 40 14 14 Schoolredder 11, 24161 Altenholz
10.17528 54.41297 44 18 18 Rudergang 2, 24159 Kiel
10.02948 54.31548 45 10 10 dorfplatz 1, 24109 Melsdorf
10.1289 54.32231 47 2 2 Dammstr. 21, 24103 Kiel
10.17502 54.38972 47 16 16 Skagerrakufer 5, 24159 Kiel
10.18384 54.29859 40 9 9 Klagenfurter Weg 4, 24147 Kiel
10.1891 54.28825 40 11 11 Franzensbader Str. 34, 24146 Kiel
10.19789 54.32986 40 11 11 Schönkirchener Str. 80, 24149 Kiel
10.13304 54.40049 41 15 15 Aukamp 11, 24161 Altenholz
10.18825 54.33024 42 11 11 Turnstr. 7, 24149 Kiel
10.13215 54.3017 48 6 6 Tonberg 7, 24113 Kiel
10.1248 54.28227 41 8 8 Lütt Steenbusch 3, 24145 Kiel
10.15349 54.3695 40 14 14 Kanalstr. 85, 24159 Kiel
10.12611 54.40229 42 16 16 Ebereschenweg 1, 24161 Altenholz
10.04416 54.31329 39 11 11 Ripener Weg 1, 24109 Kiel
10.1891 54.28825 46 11 11 Franzensbader Str. 34, 24146 Kiel
10.13505 54.32685 42 1 1 Bergstr. 2, 24103 Kiel
10.17798 54.26773 47 12 12 Zum Forst 71, 24145 Kiel
10.09404 54.31282 47 8 8 Kolonnenweg 22, 24113 Kiel
10.14063 54.30188 41 6 6 Theodor-Heuss-Ring 124, 24143 Kiel
10.12629 54.37459 47 11 11 Am Jägersberg 3, 24161 Altenholz
10.16481 54.31436 42 7 7 Ostring 261, 24148 Kiel
10.13102 54.31877 43 1 1 Hopfenstr. 67, 24103 Kiel
10.13565 54.33013 46 2 2 Koldingstr. 13, 24105 Kiel
10.17637 54.325 42 9 9 Kuchelstr. 27, 24148 Kiel
10.13995 54.288 46 6 6 Poppenbrügger Weg 30, 24145 Kiel
10.08869 54.32057 41 6 6 Rudolf-Steiner-Weg 1, 24109 Kiel
10.06263 54.32499 45 9 9 Göteborgring 74, 24109 Kiel
10.07193 54.28249 48 11 11 Mielkendorfer Weg 18, 24113 Molfsee
10.07692 54.27912 44 11 11 Rammseer Weg 8, 24113 Molfsee
10.15405 54.31113 46 6 6 Ostring 168, 24143 Kiel
10.17267 54.39217 47 17 17 Koloniestr. 11, 24159 Kiel
10.17166 54.39893 44 16 16 Brammerkamp 14, 24159 Kiel
10.10815 54.34474 43 7 7 Olshausenstr. 73, 24118 Kiel
10.13827 54.34303 42 5 5 Scharnhorststr. 2, 24105 Kiel
10.16387 54.309 46 10 10 Poppenrade 45, 24148 Kiel
10.05144 54.3167 42 10 10 Odensestr. 7, 24109 Kiel
10.18801 54.33544 42 11 11 Verdieckstr. 38, 24149 Kiel
10.18488 54.28463 46 11 11 Am Wellsee 18, 24146 Kiel
10.14386 54.30734 46 4 4 Kaiserstr. 97, 24143 Kiel
10.18349 54.34311 48 13 13 Hasselfelde 16, 24149 Kiel
10.15318 54.38421 46 13 13 Schusterkrug 2, 24159 Kiel
10.12632 54.31285 41 2 2 Hopfenstr. 2, 24114 Kiel
10.1605 54.29307 46 9 9 Ostpreußenweg 2, 24145 Kiel
10.09931 54.34351 47 6 6 Eckernförder Str. 256, 24119 Kronshagen
10.05137 54.31608 43 10 10 Odensestr. 5, 24109 Kiel
10.18802 54.30092 41 9 9 Tiroler Ring 376, 24147 Kiel
10.14109 54.3252 45 1 1 Alte Feuerwache 3, 24103 Kiel
10.08393 54.31069 46 8 8 Aubrook 50, 24113 Kiel
10.07555 54.33449 40 9 9 Zu den Eichen 24, 24119 Kronshagen
10.07861 54.36347 39 11 11 Wolliner Weg 14, 24107 Kiel
10.12408 54.40971 44 16 16 Freesenberg 46, 24161 Altenholz
10.13283 54.37215 40 11 11 Wittenbrook 34, 24159 Kiel
10.03968 54.34029 43 13 13 Dorfstr. 64, 24107 Ottendorf
10.08573 54.35943 47 11 11 Alte Dorfstr. 33, 24107 Kiel
10.16789 54.31533 47 8 8 Ostring 299, 24148 Kiel
10.07734 54.35402 40 10 10 Möllenholt 34, 24107 Kiel
10.118 54.33292 48 3 3 Christian-Kruse-Str. 1, 24118 Kiel
10.16397 54.3017 44 7 7 Preetzer Str. 222, 24147 Kiel
10.2041 54.31895 40 12 12 Wehdenweg 137, 24148 Kiel
10.12932 54.38485 48 13 13 Posener Str. 32, 24161 Altenholz
10.17306 54.39766 44 17 17 Brammerkamp 10, 24159 Kiel
10.1848 54.29238 41 9 9 Trautenauer Weg 2, 24146 Kiel
10.11437 54.33104 46 4 4 Eckernförder Str. 117, 24116 Kiel
10.02711 54.35007 45 16 16 Wiedenkamp 4, 24107 Quarnbek
10.15219 54.27498 40 8 8 Edisonstr. 9, 24145 Kiel
10.15426 54.39726 46 16 16 Wagnerring 6, 24159 Kiel
10.14498 54.31281 46 5 5 Schulstr. 29, 24143 Kiel
10.16504 54.41819 48 18 18 Schilkseer Str. 144, 24159 Kiel
10.06941 54.30798 42 10 10 Russeer Weg 67, 24111 Kiel
9.96837 54.32148 42 16 16 Am Ringkanal 3, 24107 Quarnbek
10.06852 54.35355 39 12 12 Horstblick 17, 24107 Kiel
10.14848 54.3476 40 6 6 Bismarckallee 24, 24105 Kiel
10.14995 54.31328 40 6 6 Jaegerstr. 16, 24143 Kiel
10.11111 54.32107 42 3 3 Westring 201, 24116 Kiel
10.07282 54.33916 40 9 9 Hans-Christian-Andersen-Weg 2, 24119 Kronshagen
10.19144 54.32099 40 11 11 Rehsenweg 32, 24148 Kiel
10.16131 54.31656 46 7 7 Große Ziegelstr. 4, 24148 Kiel
10.07388 54.304 47 10 10 Grunewaldstr. 2, 24111 Kiel
10.07461 54.3255 48 10 10 Am Forsthaus Wittland 20, 24109 Kiel
10.0557 54.3313 44 11 11 Tromsöstr. 21, 24109 Kiel
10.07264 54.31382 45 9 9 Am Lindenhof 6, 24109 Kiel
10.12073 54.32143 48 2 2 Boninstr. 44, 24114 Kiel
10.07179 54.36075 47 11 11 Nordseestr. 15, 24107 Kiel
10.12822 54.32242 44 2 2 Dammstr. 52, 24103 Kiel
10.16652 54.28576 41 10 10 Kirchenberg 11, 24145 Kiel
10.12924 54.39899 46 15 15 Ohlandbogen 25, 24161 Altenholz
10.1317 54.31991 40 1 1 Spritzengang 4, 24103 Kiel
10.16311 54.30919 44 9 9 Poppenrade 40, 24148 Kiel
10.15662 54.30381 45 7 7 Preetzer Str. 130, 24143 Kiel
10.12796 54.32718 46 2 2 Knooper Weg 71, 24116 Kiel
10.07622 54.33446 43 9 9 Zu den Eichen 22, 24119 Kronshagen
10.13499 54.27991 47 9 9 Radewisch 90, 24145 Kiel
10.1799 54.29701 44 9 9 Tiroler Ring 28, 24147 Kiel
10.14167 54.34055 46 4 4 Graf-Spee-Str. 1, 24105 Kiel
10.13051 54.3252 43 1 1 Muhliusstr. 64, 24103 Kiel
10.07875 54.33524 44 8 8 Am Holm 2, 24119 Kronshagen
10.11904 54.30417 44 5 5 Dorotheenstr. 2, 24113 Kiel
10.10123 54.34902 40 8 8 Jacobystr. 6, 24106 Kiel
10.12521 54.41144 47 16 16 Freesenberg 4, 24161 Altenholz
10.18521 54.40982 46 18 18 Palisadenweg 143, 24159 Kiel
10.11344 54.29882 44 7 7 Pappel-Weg 1, 24113 Kiel
10.12695 54.40252 46 16 16 Ebereschenweg 17, 24161 Altenholz
10.12895 54.3343 43 3 3 Alsenstr. 2, 24118 Kiel
10.13442 54.27994 47 8 8 Radewisch 91, 24145 Kiel
10.16933 54.28746 39 9 9 Segeberger Landstr. 135, 24145 Kiel
10.20413 54.2818 43 14 14 Plötzen 1, 24146 Kiel
10.14666 54.27761 48 9 9 Borsigstr. 8, 24145 Kiel
10.06921 54.30266 41 11 11 Reinickendorfer Str. 15, 24111 Kiel
10.17607 54.32661 46 9 9 Sohststr. 4, 24148 Kiel
10.07723 54.28359 46 11 11 Im Wiesengrund 33, 24113 Molfsee
10.17188 54.39765 43 16 16 Lenschstr. 1, 24159 Kiel
10.15768 54.42254 40 20 20 Alter Kirchweg 20, 24159 Kiel
10.02741 54.31457 44 10 10 Bahnhofstr. 2, 24109 Melsdorf
10.13328 54.34302 45 4 4 Holtenauer Str. 194, 24105 Kiel
10.0711 54.30117 42 12 12 Redderkamp 2, 24111 Kiel
10.13368 54.29808 45 7 7 Flintbeker Str. 61, 24113 Kiel
10.13747 54.33838 43 4 4 Adolfplatz 11, 24105 Kiel
10.12599 54.31139 40 2 2 Hummelwiese 13, 24114 Kiel
10.07264 54.33781 44 11 11 Apenrader Weg 2, 24119 Kronshagen
10.11541 54.32748 42 5 5 Geibelplatz 5, 24116 Kiel
10.18067 54.33411 46 12 12 Heikendorfer Weg 93, 24149 Kiel
10.18379 54.29422 41 9 9 Bebelplatz 1, 24146 Kiel
10.16678 54.28287 42 10 10 Pötterweg 1, 24145 Kiel
10.13061 54.35082 46 7 7 Kappelner Str. 5, 24106 Kiel
10.11784 54.36026 48 10 10 Am Wildgehege 1, 24106 Kiel
10.16673 54.41774 40 18 18 Schilkseer Str. 125, 24159 Kiel
10.13503 54.38909 45 13 13 Elbinger Weg 66, 24161 Altenholz
10.19925 54.31834 43 12 12 Benzstr. 10, 24148 Kiel
10.1384 54.30487 47 4 4 Sörensenstr. 24, 24143 Kiel
10.13684 54.307 46 4 4 Schwedendamm 12, 24143 Kiel
10.12232 54.40521 44 16 16 Klausdorfer Str. 109, 24161 Altenholz
10.06932 54.3599 46 12 12 Hoogewinkel 1, 24107 Kiel
10.11264 54.32766 49 4 4 Eichendorff-Str. 19, 24116 Kiel
10.21494 54.32034 41 13 13 Kiebitzbek 5, 24149 Kiel
10.10966 54.34401 40 6 6 Olshausenstr. 74, 24118 Kiel
10.19583 54.27733 48 13 13 Am Wellsee 128, 24146 Kiel
10.10793 54.31813 44 4 4 Hasseldieksdammer Weg 1, 24114 Kiel
10.16821 54.42824 48 19 19 Fliegender Holländer 15, 24159 Kiel
10.07515 54.36586 44 12 12 Fehmarnwinkel 39, 24107 Kiel
10.14343 54.33255 47 3 3 Niemannsweg 2, 24105 Kiel
10.14162 54.30321 47 5 5 Lensahner Str. 3, 24143 Kiel
10.08871 54.28874 47 8 8 Kleiner Eiderkamp 2, 24113 Molfsee
10.11873 54.32371 47 4 4 Wörthstr. 1, 24116 Kiel
10.18622 54.29746 47 9 9 Tiroler Ring 650, 24147 Kiel
10.13492 54.28815 42 6 6 Poppenbrügger Weg 1, 24145 Kiel
10.10969 54.35729 42 9 9 Wolperdingstr. 1, 24106 Kiel
10.08808 54.35575 42 9 9 Lärchenweg 4, 24107 Kiel
10.16424 54.32218 48 8 8 Klausdorfer Weg 2, 24148 Kiel
10.14196 54.3088 42 4 4 Georg-Pfingsten-Str. 10, 24143 Kiel
10.15479 54.39497 47 16 16 Wagnerring 82, 24159 Kiel
10.1751 54.41781 40 18 18 Funkstellenweg 24, 24159 Kiel
10.17761 54.31226 43 9 9 Lütjenburger Str. 63, 24148 Kiel
10.18379 54.29422 46 9 9 Bebelplatz 1, 24146 Kiel
10.14759 54.31338 44 5 5 Elisabethstr. 42, 24143 Kiel
10.08644 54.33132 40 6 6 Kieler Str. 66, 24119 Kronshagen
10.14461 54.31212 42 5 5 Schulstr. 31, 24143 Kiel
10.14416 54.33807 42 5 5 Düppelstr. 23, 24105 Kiel
10.12222 54.39437 47 14 14 Kahlenkoppel 1, 24161 Altenholz
10.11948 54.40515 47 17 17 Moorredder 19, 24161 Altenholz
10.15632 54.39775 47 14 14 Händelweg 65, 24159 Kiel
10.16815 54.40023 47 16 16 Friedrichsorter Str. 46, 24159 Kiel
10.11215 54.32344 44 4 4 Westring 227, 24116 Kiel
10.12418 54.31862 43 2 2 Herzog-Friedrich-Str. 86, 24103 Kiel
10.1861 54.33707 40 12 12 Hertzstr. 74, 24149 Kiel
10.08102 54.33174 40 7 7 Kieler Str. 92, 24119 Kronshagen
10.13153 54.35371 46 6 6 Holtenauer Str. 283, 24106 Kiel
10.13242 54.38619 40 12 12 Ostpreußenplatz 33, 24161 Altenholz
10.11112 54.30525 42 5 5 Karpfenteich 3, 24113 Kiel
10.12575 54.3086 44 3 3 Alte Lübecker Chaussee 1, 24114 Kiel
10.13283 54.38373 44 12 12 Kolberger Weg 1, 24161 Altenholz
10.08392 54.36161 40 11 11 Sukoring 46, 24107 Kiel
10.09383 54.29839 44 9 9 Haßberg 15, 24113 Kiel
10.1177 54.39482 45 15 15 Willy-Busch-Str. 4, 24161 Altenholz
10.07578 54.31558 46 9 9 Hasselteich 1, 24109 Kiel
10.13039 54.37085 44 11 11 Gravensteiner Str. 103, 24159 Kiel
10.18734 54.28759 47 10 10 Illerweg 10, 24146 Kiel
10.04276 54.34013 43 12 12 Dorfstr. 52, 24107 Ottendorf
10.1273 54.32435 44 2 2 Knooper Weg 45, 24103 Kiel
10.13609 54.32273 43 1 1 Kehdenstr. 26, 24103 Kiel
10.13407 54.32829 45 1 1 Bergstr. 19, 24103 Kiel
10.0826 54.33443 47 7 7 Sandkoppel 23, 24119 Kronshagen
10.07791 54.30357 46 10 10 Rutkamp 40, 24111 Kiel
10.02948 54.31548 40 10 10 dorfplatz 1, 24109 Melsdorf
10.12012 54.31417 39 3 3 Fockstr. 10, 24114 Kiel
10.14364 54.31073 45 5 5 Karlstal 30, 24143 Kiel
10.12571 54.35924 40 8 8 Haderslebener Str. 2, 24106 Kiel
10.12575 54.3086 49 3 3 Alte Lübecker Chaussee 1, 24114 Kiel
10.146 54.39027 44 13 13 Friedrichsruher Weg 111, 24159 Kiel
10.13563 54.32047 40 0 0 Andreas-Gayk-Str. 16, 24103 Kiel
10.04549 54.3139 47 10 10 Fünenweg 2, 24109 Kiel
10.06924 54.35392 45 14 14 Horstblick 3, 24107 Kiel
10.10357 54.3075 46 6 6 Christianistr. 83, 24113 Kiel
10.01934 54.31567 40 11 11 Dorfstr. 84, 24109 Melsdorf
10.12795 54.33193 46 2 2 Annenstr. 79, 24105 Kiel
10.08147 54.35106 39 9 9 Langer Holm 20, 24107 Kiel
10.13435 54.31993 42 1 1 Holstenplatz 1, 24103 Kiel
10.16828 54.42374 44 18 18 Schilkseer Str. 174, 24159 Kiel
10.13176 54.35288 47 6 6 Holtenauer Str. 273, 24106 Kiel
10.12468 54.39961 47 15 15 Am Buchholz 11, 24161 Altenholz
10.138 54.30356 44 4 4 Sörensenstr. 12, 24143 Kiel
10.1221 54.31839 40 2 2 Boninstr. 6, 24114 Kiel
10.07199 54.28127 48 11 11 Rammseer Weg 55, 24113 Molfsee
10.15728 54.40363 44 15 15 Dorf 18, 24159 Kiel
10.12379 54.33619 47 3 3 Westring 365, 24118 Kiel
10.16616 54.32305 46 9 9 Julienstr. 24, 24148 Kiel
10.12368 54.31283 46 2 2 Michelsenstr. 15, 24114 Kiel
10.21683 54.32045 47 13 13 Oppendorfer Weg 66, 24149 Kiel
10.05266 54.32151 49 11 11 Kurt-Schumacher-Platz 11, 24109 Kiel
10.05099 54.3263 48 11 11 Helsinkistr. 2, 24109 Kiel
10.07058 54.33233 41 10 10 Bredowstr. 1, 24119 Kronshagen
10.08903 54.33157 47 8 8 Villenweg 5, 24119 Kronshagen
10.20669 54.32509 47 12 12 Schwentinetal 1, 24149 Kiel
10.14274 54.36866 43 13 13 Schleuseninsel 35, 24159 Kiel
10.16906 54.31426 42 8 8 Franziusallee 115, 24148 Kiel
10.05024 54.30309 40 9 9 Rendsburger Landstr. 486, 24111 Kiel
10.08837 54.34193 40 7 7 Elsa-Brandström-Str. 5, 24119 Kronshagen
10.18626 54.33079 44 11 11 Eekberg 29, 24149 Kiel
10.16943 54.31375 42 8 8 Franziusallee 131, 24148 Kiel
10.11342 54.27931 44 9 9 Goldregenholz 1, 24145 Kiel
10.07223 54.36148 48 11 11 Pellwormer Weg 41, 24107 Kiel
10.16074 54.2934 46 9 9 Ostpreußenweg 8, 24145 Kiel
10.1897 54.28354 46 11 11 Rönner Weg 2, 24146 Kiel
10.12968 54.34955 41 6 6 Hanssenstr. 14, 24106 Kiel
10.06162 54.32068 45 10 10 Göteborgring 15, 24109 Kiel
10.14278 54.32405 47 1 1 Burgstr. 3, 24103 Kiel
10.20173 54.335 43 13 13 Ristblick 1, 24149 Kiel
10.12963 54.36278 43 8 8 Timmerberg 13, 24106 Kiel
10.07264 54.31382 49 9 9 Am Lindenhof 6, 24109 Kiel
10.12691 54.3902 46 13 13 Königsberger Str. 129, 24161 Altenholz
10.08125 54.35897 41 9 9 Eckernförder Str. 441, 24107 Kiel
10.15488 54.33537 42 4 4 Kiellinie 100, 24105 Kiel
10.17389 54.39283 45 16 16 Oldestr. 1, 24159 Kiel
10.13246 54.34771 46 5 5 Kämpenstr. 2, 24106 Kiel
10.087 54.33119 47 6 6 Kieler Str. 62, 24119 Kronshagen
10.07276 54.32716 44 9 9 Platanenring 45, 24119 Kronshagen
10.18545 54.32862 47 10 10 An der Holsatiamühle 1, 24149 Kiel
10.18155 54.28796 41 10 10 Elmschenhagener Allee 45, 24146 Kiel
10.18922 54.29475 41 9 9 Troppauer Str. 8, 24146 Kiel
10.07851 54.36445 42 12 12 Hiddenseer Weg 10, 24107 Kiel
10.09693 54.35067 48 8 8 Klausbrooker Weg 34, 24107 Kiel
10.17462 54.29298 43 9 9 Im Dorfe 6, 24146 Kiel
9.9895 54.3409 49 17 17 Sturenberg 23, 24107 Quarnbek
10.08207 54.33686 44 9 9 Holländerey 22, 24119 Kronshagen
10.07093 54.31393 48 9 9 Martenshofweg 104, 24109 Kiel
10.06494 54.26327 39 12 12 Hamburger Chaussee 18, 24113 Molfsee
10.17053 54.27333 46 11 11 Zum Forst 22, 24145 Kiel
10.10044 54.31154 42 6 6 Arfrade 43, 24113 Kiel
10.12045 54.33298 47 3 3 Klotzstr. 4, 24118 Kiel
10.17021 54.39925 45 16 16 Klaus-Groth-Str. 2, 24159 Kiel
10.18203 54.29916 48 9 9 Landecker Weg 52, 24147 Kiel
10.05366 54.31178 47 11 11 Roskilder Weg 4, 24109 Kiel
10.15914 54.39427 40 16 16 Beethovenweg 65, 24159 Kiel
10.12668 54.31016 42 3 3 Sophienblatt 82, 24114 Kiel
10.07877 54.33032 47 8 8 Wildhof 3, 24119 Kronshagen
10.17722 54.25293 46 13 13 Rönner Damm 5, 24145 Kiel
10.13107 54.29616 44 7 7 Karlsburger Feldweg 25, 24113 Kiel
